user_id,visit_time
c2f2fff4-c19b-4b74-8a91-aee1c7437375,2017-03-23 04:54:00
a132e177-12ad-4690-abda-3815171e7628,2017-10-07 07:51:00
ccd0db8b-5e94-4103-a0b0-14ba5289c6f3,2017-08-19 05:54:00
da399ed9-e200-4848-8a38-07f28571f281,2017-06-16 14:49:00
8a7a0474-8b62-466b-acba-5c5c4712130b,2017-07-06 08:33:00
c5f3b81f-547b-457b-83e0-052d21a670b6,2017-09-01 20:37:00
86925694-e904-4ff2-b2c6-ba4139755b28,2017-11-07 06:03:00
63e388f7-d3ce-45a1-9fff-0ecbde77f5fc,2017-11-17 22:18:00
6d746f96-30eb-49df-8131-9ab61e8b9b20,2017-06-20 07:34:00
3cc4c08c-22cb-487e-9df7-0c736c19b1f8,2017-03-24 04:57:00
b88f18c2-e4a5-4ec6-ab66-cdac57f5d7ee,2017-10-05 08:21:00
0b6b993f-3364-46ee-9baa-12b7fa546927,2017-03-06 23:50:00
8af2b58e-ea27-4f0f-b0de-6ed7a783d1bc,2017-06-21 02:22:00
6bf83f64-5c8d-4d2a-8311-614ab6cd94cb,2017-04-10 11:46:00
ed953f8e-43c6-48f2-8ae1-abf76e90b87a,2017-08-04 22:38:00
34b2bf31-9ce0-4bb7-8f18-624ff4f4e904,2017-02-13 15:16:00
d722f212-04e9-482d-8f72-9d0df4cc8e6a,2017-02-21 19:38:00
e0a4f35c-e96a-4eab-abbc-e8406a79b3e7,2017-04-22 16:16:00
28794fe5-a29c-4419-80cd-5f84cbf3385c,2017-07-05 22:38:00
cc90d623-e2d8-468b-aa8b-912d7b9b67c8,2017-02-17 18:20:00
3e5aa90a-279f-4ef8-99a2-9262604e9acc,2017-04-14 04:12:00
55c2082a-6d7f-4625-a18f-4d1ce38d76f9,2017-06-07 12:54:00
851b52d1-31e9-468d-834f-5363fee108ac,2017-09-21 21:55:00
cb602c66-1366-467a-8bee-52477310cf42,2017-07-03 06:15:00
fa7bf4ad-4a3b-4310-89e9-28b1515e85bf,2017-11-01 15:02:00
3a46dc74-4505-4a1a-8dde-4268a7484321,2017-09-17 22:34:00
fa3f289e-68a2-43f4-a0ab-2bb85b75721e,2017-05-17 02:01:00
67905d3e-5332-4927-a8ca-7ae9daabc7b8,2017-05-20 03:25:00
d2ae16fa-abc6-4755-af80-5010a7c6a103,2017-04-19 03:05:00
20fee849-260d-439f-a63c-bc2a0ebb6eb9,2017-01-04 10:43:00
010db559-8316-46b5-be65-207cecba63a6,2017-04-05 10:34:00
287c13f5-9a9a-4c3a-9f0d-13853e8aad9b,2017-03-27 23:30:00
3b5ee967-981b-4be5-bf39-7f1596aec33b,2017-11-26 03:46:00
280c9dcb-2c9f-4f33-ada1-92196c0b1d37,2017-04-10 14:55:00
f74519df-e961-4841-acdb-2d47da194aba,2017-11-17 21:05:00
7fe800cc-46e8-427c-a7af-f27198d305a1,2017-01-18 12:50:00
0fbf570b-bc50-4f9c-ad63-9070e7d888b6,2017-08-08 23:50:00
6a504e55-b59c-416d-beda-4194c89066e6,2017-02-25 15:54:00
fe90a9f4-960a-4a0d-9160-e562adb79365,2017-11-09 09:04:00
52b650a4-f315-4947-804f-19df5f971d85,2017-07-05 21:15:00
9812465d-fded-43c4-8685-3e96446f6cc7,2017-07-19 17:02:00
66b4a07f-224b-4f83-91b2-b2d27c9dbe73,2017-06-23 14:17:00
f41d2868-515d-49a2-b48c-e4f33e5d9b69,2017-09-07 16:40:00
e0e3191d-4adb-4b43-8815-0ab43815c4d7,2017-11-27 16:30:00
43db76fc-d522-450d-a371-ef2a683d5bfd,2017-03-26 21:11:00
1a35b7eb-f603-407d-91be-a2c3304066fd,2017-08-15 21:09:00
27041dde-19da-4571-9a69-46ca3619b44c,2017-09-08 12:12:00
b9644df3-e2f6-4226-8df1-ac1945952494,2017-03-16 10:13:00
8b4dbf70-db73-4bc6-88fe-fc8aaeae9277,2017-11-22 15:02:00
b7953447-00a8-42be-99d2-b511f4e9c12b,2017-04-24 10:13:00
2f1e93f2-4d40-45e1-8371-7c65660f6bf9,2017-10-25 19:42:00
2d747792-db15-4549-abb8-ef352884b3db,2017-01-16 18:10:00
23a8d1be-3f5c-4b59-aed7-c7f19c51612b,2017-08-11 13:49:00
c09b76e2-3a95-426c-ae76-c1e0f6a15aee,2017-06-07 12:24:00
2da32318-0fd3-4432-85da-cb55e3bdd2ec,2017-07-16 10:11:00
a9def5d7-dba9-4175-a2da-98c2d2854984,2017-08-11 07:29:00
41efeead-9983-45f3-bec1-44887a03f6ab,2017-09-26 14:22:00
8d9ac96c-16be-418e-8df4-1a6202d0b36e,2017-10-07 10:23:00
442efd1c-8d7b-4d6a-83be-8f2a9e08b34f,2017-02-19 11:20:00
5679519b-a901-4970-8656-dbf60ffb618d,2017-07-20 04:23:00
26deb2d5-1d7e-4774-bf6e-1df2ee9ee59d,2017-09-06 07:29:00
fff8f87a-e4a2-4f2c-b3d4-93a4ece95c4f,2017-06-06 23:42:00
42617776-2850-431d-9262-a9c11e5ad17f,2017-02-10 10:49:00
