Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,19.66,19.76,19.07,19.25,18.821163,1006400
2019-04-17,19.280001,19.290001,18.719999,18.780001,18.361633,1568000
2019-04-18,18.780001,19.15,18.73,19.139999,18.713614,1058400
2019-04-22,19.129999,19.190001,18.549999,18.83,18.410519,1150300
2019-04-23,18.9,19.309999,18.74,19.139999,18.713614,1791800
2019-04-24,19.219999,19.450001,19.120001,19.34,18.909159,1374500
2019-04-25,19.27,19.360001,19.139999,19.34,18.909159,1110200
2019-04-26,19.4,19.610001,19.33,19.59,19.153589,1201500
2019-04-29,19.6,19.639999,19.35,19.4,18.967821,1049900
2019-04-30,19.4,19.68,19.309999,19.559999,19.124256,1271000
2019-05-01,19.610001,19.799999,19.43,19.530001,19.094927,1091300
2019-05-02,19.540001,19.719999,19.379999,19.58,19.143812,1283400
2019-05-03,19.68,20.01,19.559999,20,19.554455,854300
2019-05-06,19.799999,20.040001,19.700001,19.9,19.456682,1143600
2019-05-07,19.84,19.92,19.42,19.58,19.143812,1154100
2019-05-08,19.549999,19.82,19.52,19.76,19.319801,1289000
2019-05-09,20.1,20.1,19.15,19.27,18.840717,1788100
2019-05-10,19.26,19.75,19.23,19.75,19.310024,1279600
2019-05-13,19.559999,19.76,19.540001,19.68,19.241585,1374100
2019-05-14,19.700001,19.889999,19.5,19.860001,19.417574,1829800
2019-05-15,19.559999,20.059999,19.559999,20.02,19.574011,1615800
2019-05-16,19.98,20.4,19.950001,20.200001,19.75,2157100
2019-05-17,19.719999,19.91,19.57,19.709999,19.709999,1570700
2019-05-20,19.65,19.74,19.4,19.530001,19.530001,2033200
2019-05-21,19.6,19.82,19.559999,19.73,19.73,1349200
2019-05-22,19.67,19.75,19.610001,19.700001,19.700001,746400
2019-05-23,19.67,19.709999,19.459999,19.709999,19.709999,915900
2019-05-24,19.799999,19.860001,19.700001,19.75,19.75,1013900
2019-05-28,19.84,19.879999,19.540001,19.540001,19.540001,1286400
2019-05-29,19.559999,19.58,19.139999,19.219999,19.219999,969300
2019-05-30,19.209999,19.49,19.190001,19.370001,19.370001,892000
2019-05-31,19.27,19.459999,19.18,19.290001,19.290001,1432700
2019-06-03,19.370001,19.43,19.040001,19.24,19.24,1135200
2019-06-04,19.280001,19.299999,18.889999,19.1,19.1,997500
2019-06-05,19.190001,19.33,19,19.32,19.32,1530200
2019-06-06,19.34,19.469999,19.110001,19.450001,19.450001,964700
2019-06-07,19.41,19.690001,19.35,19.49,19.49,824400
2019-06-10,19.459999,19.549999,19.290001,19.32,19.32,774600
2019-06-11,19.299999,19.42,19.15,19.290001,19.290001,1220900
2019-06-12,19.190001,19.440001,19.190001,19.32,19.32,1232000
2019-06-13,19.290001,19.549999,19.209999,19.48,19.48,1270900
2019-06-14,19.450001,19.629999,19.41,19.43,19.43,990800
2019-06-17,19.440001,19.83,19.42,19.790001,19.790001,1401500
2019-06-18,19.879999,20.030001,19.49,19.58,19.58,1252700
2019-06-19,19.58,20.309999,19.469999,20.139999,20.139999,2080500
2019-06-20,20.24,20.33,20,20.049999,20.049999,2033700
2019-06-21,19.860001,20.09,19.549999,19.57,19.57,2709900
2019-06-24,19.58,19.67,19.18,19.309999,19.309999,1691000
2019-06-25,19.379999,19.620001,19.219999,19.26,19.26,1678500
2019-06-26,19.26,19.27,18.790001,18.870001,18.870001,1553900
2019-06-27,18.959999,19.48,18.879999,19.450001,19.450001,1206600
2019-06-28,19.469999,19.76,19.450001,19.690001,19.690001,1999000
