Date,Open,High,Low,Close,Adj Close,Volume
2019-04-25,75.099998,76.190002,74.949997,75.970001,75.399597,769100
2019-04-26,76.370003,76.580002,75.860001,76.199997,75.627869,836800
2019-04-29,75.949997,76.470001,75.190002,75.300003,74.734627,693400
2019-04-30,75.410004,76.680000,75.080002,76.419998,75.846214,1516700
2019-05-01,76.260002,77.690002,76.260002,76.519997,75.945465,1244500
2019-05-02,76.519997,77.449997,75.879997,76.400002,75.826370,907100
2019-05-03,76.550003,76.769997,75.849998,76.589996,76.014938,1862300
2019-05-06,76.430000,76.650002,75.900002,76.209999,75.637794,928800
2019-05-07,76.010002,76.199997,74.290001,74.769997,74.208603,841300
2019-05-08,74.870003,75.519997,74.379997,74.440002,73.881088,802700
2019-05-09,74.389999,74.870003,73.849998,74.820000,74.258232,770800
2019-05-10,74.720001,76.120003,74.720001,75.830002,75.260651,819800
2019-05-13,75.330002,76.000000,75.000000,75.839996,75.270569,979700
2019-05-14,75.900002,76.309998,75.660004,75.809998,75.240791,807900
2019-05-15,75.919998,76.589996,75.809998,76.190002,75.617950,555000
2019-05-16,75.669998,77.059998,75.669998,76.809998,76.233284,945200
2019-05-17,76.500000,76.989998,76.160004,76.620003,76.044716,1174000
2019-05-20,76.580002,76.849998,75.309998,75.750000,75.181252,799300
2019-05-21,76.000000,76.800003,76.000000,76.360001,75.786667,776000
2019-05-22,76.339996,76.800003,76.019997,76.639999,76.064568,561700
2019-05-23,76.510002,77.120003,76.339996,77.110001,76.531036,897400
2019-05-24,77.379997,77.639999,77.110001,77.190002,76.610435,779900
2019-05-28,77.570000,77.830002,76.209999,76.209999,75.637794,1721900
2019-05-29,76.419998,76.599998,75.290001,75.669998,75.101845,1793200
2019-05-30,75.800003,76.239998,75.589996,75.820000,75.250725,1178900
2019-05-31,76.209999,77.279999,75.540001,76.570000,75.995094,1676500
2019-06-03,76.750000,77.169998,75.650002,76.239998,75.667564,1524600
2019-06-04,76.139999,76.209999,74.730003,75.480003,74.913277,1633300
2019-06-05,76.089996,77.370003,75.489998,77.250000,76.669983,1872700
2019-06-06,77.349998,78.000000,77.050003,77.790001,77.205933,906900
2019-06-07,78.099998,78.540001,77.790001,77.980003,77.394508,738900
2019-06-10,78.050003,78.050003,76.930000,77.830002,77.245636,1159800
2019-06-11,77.949997,78.029999,77.070000,77.800003,77.215858,726800
2019-06-12,77.830002,78.330002,77.180000,77.650002,77.066986,998900
2019-06-13,77.540001,77.930000,77.389999,77.930000,77.344879,1126000
2019-06-14,78.000000,78.519997,77.800003,78.260002,77.672401,1153500
2019-06-17,78.489998,79.150002,78.309998,78.669998,78.079323,958000
2019-06-18,79.199997,79.309998,77.389999,78.050003,77.463982,1450000
2019-06-19,77.699997,78.720001,77.510002,78.430000,77.841125,1065200
2019-06-20,78.669998,79.470001,78.650002,78.830002,78.238121,1250600
2019-06-21,79.040001,79.160004,77.489998,78.029999,77.444130,2764100
2019-06-24,78.339996,78.449997,77.709999,78.269997,77.682327,794300
2019-06-25,78.360001,78.760002,76.839996,76.910004,76.332542,956000
2019-06-26,76.839996,76.910004,75.040001,75.650002,75.082001,1558100
2019-06-27,75.570000,76.480003,75.260002,75.610001,75.610001,876300
2019-06-28,75.680000,76.660004,75.629997,75.919998,75.919998,1934500
