season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
winter,2,0,0,0,clear,5.405199,2.3037799999999997,40.7826,14.956745,1812
winter,2,1,1,0,mist,6.2566510000000015,2.7489500000000007,60.5,20.625682,1107
winter,2,0,2,1,clear,0.5644340000000003,-3.7218219999999995,57.7778,13.110761,1450
winter,2,0,3,1,clear,2.4217329999999997,0.21732199999999935,42.3043,6.3055710000000005,1917
winter,2,0,4,1,mist,5.895644000000001,3.0866059999999997,69.7391,16.783231999999998,1807
winter,2,0,5,1,mist,9.124355999999999,7.130426,71.2174,23.218113,1461
winter,2,0,6,0,clear,5.277499999999998,2.6246720000000003,53.7917,12.500257,1969
winter,2,0,0,0,clear,8.143466,7.173193999999999,68.0,8.391615999999999,2402
winter,2,0,1,1,mist,11.141831,10.407787999999996,87.63640000000001,19.408962,1446
winter,3,0,2,1,clear,4.533348999999999,1.416013999999997,53.5,14.500475,1851
winter,3,0,3,1,clear,7.745000000000001,5.1246860000000005,44.9583,20.624811,2134
winter,3,0,4,1,clear,1.321651000000001,-2.7912219999999994,31.833299999999998,15.125518000000001,1685
winter,3,0,5,1,mist,4.298349,0.8748140000000006,61.0417,13.624182,1944
winter,3,0,6,0,mist,10.055848999999998,8.999413999999998,78.91669999999999,16.875357,2077
winter,3,0,0,0,mist,9.696534,8.172632,94.8261,23.000229,605
winter,3,0,1,1,clear,4.3017330000000005,-0.26157399999999953,55.1304,22.870584,1872
winter,3,0,2,1,clear,5.747499999999999,3.958400000000001,42.0833,8.083549999999999,2133
winter,3,0,3,1,mist,5.904151000000001,2.916127999999997,77.5417,14.750050000000002,1891
winter,3,0,4,1,light precip,10.287277,9.454088000000002,0.0,17.545759,623
winter,3,0,5,1,mist,6.876534000000001,4.129999999999999,64.95649999999999,15.60899,1977
winter,3,0,6,0,clear,7.470848999999999,5.499499999999998,59.458299999999994,14.791924999999999,2132
winter,3,0,0,0,clear,10.064356,9.086006000000001,52.73910000000001,18.130468,2417
winter,3,0,1,1,clear,7.285198999999999,5.912000000000003,49.695699999999995,9.174042,2046
winter,3,0,2,1,mist,6.917376999999998,4.999748,65.5652,12.348703,2056
winter,3,0,3,1,mist,9.165199000000001,8.217379999999999,77.65220000000001,13.608839,2192
winter,3,0,4,1,clear,11.504999999999999,11.081978,60.291700000000006,14.041792999999998,2744
winter,3,0,5,1,clear,17.380000000000003,18.782593999999996,52.5217,15.478139,3239
winter,3,0,6,0,clear,14.2075,14.790650000000003,37.9167,24.667189,3117
winter,3,0,0,0,clear,7.627500000000001,5.499499999999998,47.375,13.917307,2471
spring,3,0,1,1,mist,12.230445,11.04251,73.73910000000001,19.348461,2077
spring,3,0,2,1,clear,12.758348999999999,13.082372,62.4583,15.125250000000001,2703
spring,3,0,3,1,mist,8.306979000000002,6.303974,83.9565,15.695487,2121
spring,3,0,4,1,mist,5.395,1.8749779999999987,80.58330000000001,16.333729,1865
spring,3,0,5,1,clear,4.415849,0.9165919999999979,49.5,15.458575000000002,2210
spring,3,0,6,0,clear,4.494150999999999,0.9996860000000005,39.4167,14.041257,2496
spring,3,0,0,0,mist,3.893021000000001,0.5223739999999992,49.3913,12.348099999999999,1693
spring,3,0,1,1,clear,4.424356000000001,0.9998840000000015,30.2174,14.217668,2028
spring,3,0,2,1,clear,6.217499999999999,3.3319280000000013,31.4167,15.208732,2425
spring,3,0,3,1,mist,6.1,3.6250999999999998,64.6667,11.583495999999998,1536
spring,3,0,4,1,light precip,4.611651,0.9999499999999983,91.8333,14.582282000000001,1685
spring,4,0,5,1,mist,6.1,2.7079640000000005,68.625,17.333436,2227
spring,4,0,6,0,mist,6.805,4.832042000000001,65.375,13.208782,2252
spring,4,0,0,0,clear,9.781651,8.998622000000001,48.0,12.208271000000002,3249
spring,4,0,1,1,clear,18.946651,19.833314,42.625,25.833257,3115
spring,4,0,2,1,mist,11.465848999999999,10.2911,64.2083,26.000488999999998,1795
spring,4,0,3,1,clear,10.369150999999999,9.582128,47.0833,17.625221,2808
spring,4,0,4,1,clear,12.5625,12.623936,60.291700000000006,10.874904,3141
spring,4,0,5,1,mist,7.784151,5.4156140000000015,83.625,15.208464,1471
spring,4,0,6,0,mist,8.0975,6.540914000000001,87.75,8.916561,2455
spring,4,0,0,0,mist,12.053349,12.164641999999997,85.75,9.833389,2895
spring,4,0,1,1,mist,19.995644,21.304322,71.6956,21.739758,3348
spring,4,0,2,1,mist,15.617499999999996,16.541564,73.9167,18.416892999999998,2034
spring,4,0,3,1,mist,11.3875,11.540678,81.91669999999999,16.791338999999997,2162
spring,4,0,4,1,clear,13.9725,14.540972,54.041700000000006,7.4169,3267
spring,4,1,5,0,clear,12.993348999999998,13.166258,67.125,15.167124999999999,3126
spring,4,0,6,0,light precip,12.249151000000001,12.082472,88.83330000000001,22.834136,795
spring,4,0,0,0,clear,13.463349000000001,13.415935999999999,47.9583,20.334232,3744
spring,4,0,1,1,clear,16.0875,17.207636,54.25,10.958988999999999,3429
spring,4,0,2,1,mist,15.774151,16.291028000000004,66.5833,10.584057,3204
spring,4,0,3,1,clear,19.965,21.249872000000003,61.4167,16.208975,3944
spring,4,0,4,1,clear,13.580849,13.956872,40.708299999999994,21.792286,4189
spring,4,0,5,1,mist,7.823349,5.248964000000001,72.9583,14.707906999999999,1683
spring,4,0,6,0,mist,13.620000000000001,13.707985999999998,88.79169999999999,15.458575000000002,4036
spring,4,0,0,0,mist,19.338349,20.416358000000002,81.08330000000001,12.875725000000001,4191
spring,4,0,1,1,clear,20.513348999999998,21.917,77.6667,12.417311,4073
spring,4,0,2,1,clear,21.688349,23.209478000000004,72.9167,21.875500000000002,4400
spring,4,0,3,1,mist,21.14,21.959372000000002,83.54169999999999,20.917399999999997,3872
spring,4,0,4,1,mist,21.0225,22.209314,70.08330000000001,21.500836000000003,4058
spring,4,0,5,1,clear,15.969999999999999,16.832558,45.7083,16.084221,4595
spring,4,0,6,0,clear,14.2075,14.625386000000002,50.3333,15.750025,5312
spring,5,0,0,0,mist,13.228348999999998,13.581464,76.2083,7.125718,3351
spring,5,0,1,1,mist,17.810848999999997,19.166978,73.0,12.291418,4401
spring,5,0,2,1,mist,20.983348999999997,22.417214,69.7083,22.958689,4451
spring,5,0,3,1,mist,11.465848999999999,10.706900000000001,73.70830000000001,22.042732,2633
spring,5,0,4,1,clear,13.580849,13.166522,44.4167,19.791263999999998,4433
spring,5,0,5,1,clear,14.520849000000002,15.291722,59.0,15.292482,4608
spring,5,0,6,0,clear,16.44,17.832986,54.125,10.750150000000001,4714
spring,5,0,0,0,clear,16.831651,18.249578,63.1667,5.0007125,4333
spring,5,0,1,1,clear,17.0275,18.666235999999998,58.875,11.792,4362
spring,5,0,2,1,clear,17.0275,18.499586,48.9167,7.749956999999999,4803
spring,5,0,3,1,clear,17.4975,18.8744,63.29169999999999,8.083014,4182
spring,5,0,4,1,clear,17.145000000000003,18.541958,74.75,12.707689,4864
spring,5,0,5,1,mist,16.0875,16.623800000000003,86.33330000000001,12.041575,4105
spring,5,0,6,0,mist,16.479150999999998,17.041514,92.25,9.041649999999999,3409
spring,5,0,0,0,mist,18.4375,19.376000000000005,86.70830000000001,10.249593,4553
spring,5,0,1,1,clear,19.142500000000002,20.333792000000003,78.79169999999999,8.500357000000001,3958
spring,5,0,2,1,mist,18.398349,19.542914000000003,83.7917,18.582718,4123
spring,5,0,3,1,mist,17.85,18.792428,87.0,13.499964,3855
spring,5,0,4,1,mist,16.949151,17.708972000000003,82.9583,7.250271000000001,4575
spring,5,0,5,1,clear,17.223349,18.916772,71.9583,8.375871,4917
spring,5,0,6,0,clear,20.317500000000003,21.750349999999997,62.6667,8.083549999999999,5805
spring,5,0,0,0,clear,20.395849000000002,21.917,74.9583,9.916536,4660
spring,5,0,1,1,mist,21.688349,22.959536,81.0,15.667413999999999,4274
spring,5,0,2,1,mist,23.020000000000003,23.917658000000003,74.0833,13.875164,4492
spring,5,0,3,1,clear,23.059151,24.625772000000005,69.625,10.333611000000001,4978
spring,5,0,4,1,clear,25.291651,27.209408000000003,67.75,13.376014,4677
spring,5,0,5,1,clear,24.038349000000004,26.042528000000004,65.375,16.125493,4679
spring,5,0,6,0,clear,22.824151,24.417014,72.9583,15.416164,4758
spring,5,0,0,0,clear,23.3725,24.6263,81.875,14.333846,4788
spring,5,1,1,0,clear,26.466651,28.292072000000005,68.5,8.792075,4098
spring,5,0,2,1,clear,28.425000000000004,31.875278,63.6667,7.459042999999999,3982
spring,6,0,3,1,mist,27.915849,31.583822000000005,67.7083,13.875164,3974
spring,6,0,4,1,clear,25.604999999999997,26.500172,30.5,19.583229000000003,4968
spring,6,0,5,1,clear,21.14,22.750778000000004,35.4167,16.959107,5312
spring,6,0,6,0,clear,21.845,23.249935999999998,45.625,8.250514,5342
spring,6,0,0,0,mist,22.471651,24.709063999999998,65.25,9.292364000000001,4906
spring,6,0,1,1,clear,23.881650999999998,25.042628,60.0,8.167032,4548
spring,6,0,2,1,clear,25.252499999999998,27.292700000000004,59.791700000000006,12.583136,4833
spring,6,0,3,1,clear,28.464151,32.000414,62.20830000000001,9.166739,4401
spring,6,0,4,1,mist,29.991650999999997,34.000214,56.833299999999994,10.042161,3915
spring,6,0,5,1,clear,27.485,30.417272000000004,60.5,9.417118,4586
spring,6,0,6,0,clear,26.074999999999996,28.750508000000004,65.45830000000001,10.374949999999998,4966
spring,6,0,0,0,clear,24.5475,26.459450000000004,74.7917,10.958988999999999,4460
spring,6,0,1,1,clear,21.845,23.709164,49.4583,20.45845,5020
spring,6,0,2,1,clear,20.395849000000002,23.042036000000003,50.708299999999994,18.041961,4891
spring,6,0,3,1,clear,21.453349,22.791764,47.1667,11.250104,5180
spring,6,0,4,1,mist,21.531651,23.292836,68.8333,13.833556999999999,3767
spring,6,0,5,1,clear,22.510849000000004,23.625278,73.5833,9.582942999999998,4844
spring,6,0,6,0,clear,24.743349000000002,26.500964000000003,67.0417,8.000336,5119
spring,6,0,0,0,mist,24.860849,26.625836,66.6667,6.834,4744
spring,6,0,1,1,mist,21.845,23.292836,74.625,10.416825,4010
summer,6,0,2,1,mist,23.999151,26.084636000000003,77.0417,11.458675000000001,4835
summer,6,0,3,1,clear,26.466651,29.792714000000004,70.75,11.541554,4507
summer,6,0,4,1,mist,26.231651,29.792978000000005,70.3333,15.999868,4790
summer,6,0,5,1,clear,26.035849,27.334478000000004,57.3333,14.875675,4991
summer,6,0,6,0,clear,24.665,26.458658,48.3333,14.041257,5202
summer,6,0,0,0,clear,23.96,26.083514,51.3333,6.3337311,5305
summer,6,0,1,1,mist,24.0775,26.042264000000003,65.8333,7.2083960000000005,4708
summer,6,0,2,1,clear,26.975849000000004,29.708827999999997,63.416700000000006,9.666960999999999,4648
summer,6,0,3,1,clear,26.231651,27.209408000000003,49.7917,17.542007,5225
summer,6,0,4,1,clear,24.743349000000002,26.042528000000004,43.416700000000006,12.415904000000001,5515
summer,7,0,5,1,clear,25.957500000000003,27.042692000000002,39.625,6.874736,5362
summer,7,0,6,0,clear,26.701651,28.042327999999998,44.4583,7.709154,5119
summer,7,0,0,0,mist,25.683349,28.125950000000003,68.25,15.333486,4649
summer,7,1,1,0,mist,26.153349,27.917522000000005,63.7917,5.4591064000000005,6043
summer,7,0,2,1,clear,27.093348999999996,29.958308000000002,59.0417,8.459286,4665
summer,7,0,3,1,clear,25.839999999999996,29.251778,74.33330000000001,10.042161,4629
summer,7,0,4,1,clear,27.25,29.333486,65.125,10.666400000000001,4592
summer,7,0,5,1,mist,25.330849,28.251878000000005,75.79169999999999,15.083643,4040
summer,7,0,6,0,clear,26.466651,27.834428000000003,60.9167,11.250104,5336
summer,7,0,0,0,clear,27.1325,29.541649999999997,57.8333,12.292557,4881
summer,7,0,1,1,clear,27.8375,32.167064,63.5833,18.916579,4086
summer,7,0,2,1,clear,29.325848999999998,32.79215,55.9167,13.417017999999999,4258
summer,7,0,3,1,clear,27.093348999999996,29.500664,63.1667,9.790911000000001,4342
summer,7,0,4,1,clear,23.999151,25.916863999999997,47.625,16.124689,5084
summer,7,0,5,1,clear,23.176650999999996,25.208486,59.12500000000001,12.249811,5538
summer,7,0,6,0,clear,24.273349000000003,26.125358,58.5,13.958914,5923
summer,7,0,0,0,clear,25.800849,28.208978000000002,60.4167,16.417211,5302
summer,7,0,1,1,clear,27.093348999999996,30.459050000000005,65.125,14.458867999999999,4458
summer,7,0,2,1,clear,28.503349,33.333614,65.0417,8.7502,4541
summer,7,0,3,1,clear,28.111651000000002,33.2921,70.70830000000001,7.625739,4332
summer,7,0,4,1,mist,30.305,38.540486,69.125,14.875407,3784
summer,7,0,5,1,clear,31.871651,39.499136,58.0417,8.9177,3387
summer,7,0,6,0,clear,31.910849,37.082941999999996,50.0,8.791807,3285
summer,7,0,0,0,clear,31.009999999999998,36.458714,55.0833,11.334456999999999,3606
summer,7,0,1,1,clear,26.936650999999998,31.583228,75.7083,6.0841560999999995,3840
summer,7,0,2,1,clear,28.268349,30.000614,54.0833,13.417285999999999,4590
summer,7,0,3,1,clear,28.425000000000004,29.584022000000004,40.291700000000006,12.292020999999998,4656
summer,7,0,4,1,clear,28.620849,32.8334,58.3333,11.958093,4390
summer,7,0,5,1,clear,31.401651,35.873822,54.25,11.667245999999999,3846
summer,7,0,6,0,clear,29.795848999999997,32.083442,46.5833,11.291979,4475
summer,7,0,0,0,clear,29.874150999999998,32.166536,48.0833,11.042470999999999,4302
summer,8,0,1,1,clear,28.268349,30.417272000000004,55.0833,10.500039,4266
summer,8,0,2,1,clear,28.816651,30.666686,49.125,13.79195,4845
summer,8,0,3,1,mist,26.388348999999998,28.875842,65.75,9.084061,3574
summer,8,0,4,1,mist,25.369999999999997,27.876008000000006,75.75,13.20905,4576
summer,8,0,5,1,clear,25.409151,27.333422,63.083299999999994,12.374632,4866
summer,8,0,6,0,mist,25.683349,28.626164000000003,75.5,15.29275,4294
summer,8,0,0,0,clear,26.8975,31.209272000000006,75.29169999999999,13.499629,3785
summer,8,0,1,1,clear,27.955,30.416677999999997,59.2083,12.875725000000001,4326
summer,8,0,2,1,clear,28.425000000000004,31.791986,57.04169999999999,10.125107,4602
summer,8,0,3,1,clear,28.033349,29.208878,42.4167,13.417285999999999,4780
summer,8,0,4,1,clear,25.722500000000004,27.000386,42.375,11.041332,4792
summer,8,0,5,1,clear,25.291651,27.166772,41.5,8.416607,4905
summer,8,0,6,0,mist,24.234151000000004,26.626628000000004,72.9583,14.167418,4150
summer,8,0,0,0,mist,23.803349,25.209608000000003,81.75,14.916411,3820
summer,8,0,1,1,clear,23.294151,24.667022000000003,71.20830000000001,13.999918,4338
summer,8,0,2,1,clear,24.939151000000003,26.625242,57.8333,15.834043000000001,4725
summer,8,0,3,1,clear,25.996651,28.000286000000003,57.5417,9.625689,4694
summer,8,0,4,1,clear,25.448349,27.709028000000004,65.45830000000001,15.624936,3805
summer,8,0,5,1,mist,24.195,25.792586,72.2917,9.333635999999998,4153
summer,8,0,6,0,clear,24.7825,26.833736000000002,67.41669999999999,6.999289,5191
summer,8,0,0,0,clear,25.409151,28.584650000000003,77.0,16.666518,3873
summer,8,0,1,1,clear,24.508349000000003,26.124764,47.0,18.54225,4758
summer,8,0,2,1,clear,22.119151,24.000422,45.5417,9.833121,5895
summer,8,0,3,1,clear,23.646651,25.625672,60.5,16.958236,5130
summer,8,0,4,1,mist,24.155848999999996,26.626364000000002,77.1667,14.125810999999999,3542
summer,8,0,5,1,clear,24.9,27.542378,76.125,5.625487499999999,4661
summer,8,0,6,0,mist,23.96,25.946696000000003,85.0,25.166338999999997,1115
summer,8,0,0,0,clear,25.231772999999997,26.765293999999997,56.1765,20.412153,4334
summer,8,0,1,1,clear,21.923348999999998,24.125228,55.45830000000001,10.708275,4634
summer,8,0,2,1,clear,22.040849,23.250464,54.833299999999994,8.375536,5204
summer,8,0,3,1,clear,22.863349,24.333986000000003,59.791700000000006,5.5833311,5058
summer,9,0,4,1,clear,22.785,24.584786,63.916700000000006,9.500332,5115
summer,9,0,5,1,mist,22.236651000000002,23.917327999999998,72.70830000000001,9.375243,4727
summer,9,0,6,0,clear,23.450848999999998,25.792058000000004,71.6667,12.416775,4484
summer,9,0,0,0,clear,25.330849,27.918314000000002,74.20830000000001,13.833289,4940
summer,9,1,1,0,mist,23.646651,25.292636,79.0417,14.250632,3351
summer,9,0,2,1,light precip,17.380000000000003,18.0032,88.6957,23.044181,2710
summer,9,0,3,1,light precip,20.160849,19.919114,91.7083,6.500393600000001,1996
summer,9,0,4,1,light precip,21.793910999999998,20.653826000000002,93.9565,12.914116,1842
summer,9,0,5,1,mist,22.55,22.210435999999994,89.79169999999999,8.333393000000001,3544
summer,9,0,6,0,clear,23.020000000000003,24.125492,75.375,10.291736,5345
summer,9,0,0,0,clear,22.706651,24.209114,71.375,7.708618,5046
summer,9,0,1,1,clear,22.284356000000002,23.74058,69.2174,5.957171000000001,4713
summer,9,0,2,1,clear,22.589151,23.834564,71.25,9.500868,4763
summer,9,0,3,1,clear,23.646651,25.3754,69.7083,11.2091,4785
summer,9,0,4,1,mist,19.142500000000002,20.542286000000004,70.9167,18.166782,3659
summer,9,0,5,1,mist,14.050849,14.457350000000002,59.0417,11.000261,4760
summer,9,0,6,0,mist,15.108349,15.581792,71.8333,12.708225,4511
summer,9,0,0,0,clear,15.8525,16.375442,69.5,11.958361,4274
summer,9,0,1,1,mist,17.810848999999997,18.958550000000002,69.0,10.166713999999999,4539
summer,9,0,2,1,mist,18.398349,19.126322000000002,88.125,9.041917999999999,3641
summer,9,0,3,1,mist,19.965,20.335178000000006,90.0,6.4590814,4352
summer,9,0,4,1,mist,21.531651,20.627558,90.2083,8.584375,4795
fall,9,0,5,1,mist,20.630849,18.460249999999995,97.25,5.2505689,2395
fall,9,0,6,0,mist,20.513348999999998,21.251192000000003,86.25,5.2516811,5423
fall,9,0,0,0,mist,21.805849000000002,21.794041999999997,84.5,3.3754064,5010
fall,9,0,1,1,mist,22.510849000000004,22.876771999999995,84.8333,7.4169,4630
fall,9,0,2,1,mist,21.923348999999998,21.91865,88.5417,7.917457,4120
fall,9,0,3,1,mist,21.845,21.960427999999993,84.875,9.958143000000002,3907
fall,9,0,4,1,clear,20.983348999999997,21.917792,69.91669999999999,11.583161,4839
fall,9,0,5,1,clear,18.515849,19.958714,64.75,13.833825,5202
fall,10,0,6,0,mist,11.27,11.248957999999998,75.375,19.583832,2429
fall,10,0,0,0,mist,8.763349000000002,6.790921999999998,79.1667,14.874870999999999,2918
fall,10,0,1,1,mist,10.055848999999998,9.875036000000001,76.0833,5.5841686,3570
fall,10,0,2,1,clear,14.755849000000001,15.208628000000001,71.0,13.792218,4456
fall,10,0,3,1,clear,17.301650999999996,18.791108,64.79169999999999,11.87575,4826
fall,10,0,4,1,clear,15.225849,15.70805,62.083299999999994,9.041917999999999,4765
fall,10,0,5,1,clear,16.009151,17.290664,68.41669999999999,1.5002439,4985
fall,10,0,6,0,clear,16.518349,17.873971999999995,70.125,3.0420814,5409
fall,10,0,0,0,clear,17.419151,18.582878,72.75,4.251150000000001,5511
fall,10,1,1,0,clear,18.829151000000003,19.83305,73.375,2.8343814,5117
fall,10,0,2,1,mist,18.633349000000003,20.042336,80.875,9.583814,4563
fall,10,0,3,1,light precip,17.536651,18.169322,90.625,16.62605,2416
fall,10,0,4,1,mist,19.690849,20.419064,89.6667,9.499729,2913
fall,10,0,5,1,mist,17.889151000000002,18.958550000000002,71.625,15.000161,3644
fall,10,0,6,0,clear,15.813348999999999,16.91585,48.3333,17.291561,5217
fall,10,0,0,0,clear,16.048348999999998,17.208163999999996,48.6667,18.875039,5041
fall,10,0,1,1,clear,17.105849,17.70785,57.958299999999994,11.750393,4570
fall,10,0,2,1,mist,17.0275,18.499586,70.1667,7.375829,4748
fall,10,0,3,1,light precip,17.461733,17.913967999999997,89.52170000000001,16.303713,2424
fall,10,0,4,1,clear,14.364151,14.790650000000003,63.625,28.292425,4195
fall,10,0,5,1,clear,12.092500000000001,11.957335999999998,57.4167,14.833532,4304
fall,10,0,6,0,clear,11.857499999999998,12.082472,62.916700000000006,6.2086689,4308
fall,10,0,0,0,clear,11.818349000000001,11.873978000000001,74.125,6.6673375,4381
fall,10,0,1,1,clear,13.776651000000001,14.166422,77.2083,7.959064,4187
fall,10,0,2,1,clear,14.168349,14.582749999999997,62.291700000000006,11.166086,4687
fall,10,0,3,1,mist,14.755849000000001,15.207836,72.04169999999999,9.959014,3894
fall,10,0,4,1,mist,14.09,14.165036,81.2917,13.250121,2659
fall,10,0,5,1,mist,7.549151,5.041591999999998,58.58330000000001,15.375093,3747
fall,10,0,6,0,light precip,3.945848999999999,-0.9577419999999996,88.25,23.541857,627
fall,10,0,0,0,clear,7.000848999999999,5.207713999999999,62.375,11.833339,3331
fall,10,0,1,1,clear,7.98,7.5001580000000025,70.3333,7.12545,3669
fall,11,0,2,1,clear,10.839151000000001,10.207808,68.375,9.083257,4068
fall,11,0,3,1,clear,9.7425,9.748778000000001,71.875,5.5001439,4186
fall,11,0,4,1,clear,11.191651,10.790785999999997,70.20830000000001,9.166739,3974
fall,11,0,5,1,mist,10.956651,10.623871999999999,62.25000000000001,18.209193,4046
fall,11,0,6,0,clear,7.353349,5.374364,51.916700000000006,12.667154,3926
fall,11,0,0,0,clear,8.371651,7.915628000000002,73.4583,6.1676314,3649
fall,11,0,1,1,clear,10.565000000000001,10.457486,75.875,3.834075,4035
fall,11,0,2,1,clear,11.191651,11.208236,72.16669999999999,4.6255125,4205
fall,11,0,3,1,clear,10.8,10.999214000000002,75.83330000000001,4.1671186,4109
fall,11,0,4,1,mist,9.86,8.665586000000001,81.3333,12.667489000000002,2933
fall,11,1,5,0,clear,7.235849,4.2499220000000015,44.625,21.083225,3368
fall,11,0,6,0,clear,8.763349000000002,7.624171999999998,55.2917,14.208154,4067
fall,11,0,0,0,clear,12.719151,12.4163,45.8333,18.875307,3717
fall,11,0,1,1,clear,16.91,18.624392,58.7083,20.541932,4486
fall,11,0,2,1,mist,16.91,17.500214,68.875,13.375411,4195
fall,11,0,3,1,light precip,13.463349000000001,13.831208,93.0,9.167543,1817
fall,11,0,4,1,mist,8.058349,5.332585999999999,57.5833,20.459254,3053
fall,11,0,5,1,clear,4.885849,1.9995860000000008,41.0,11.291711,3392
fall,11,0,6,0,clear,7.470848999999999,5.415878000000003,50.208299999999994,15.041232,3663
fall,11,0,0,0,mist,13.776651000000001,14.165828000000001,68.45830000000001,12.45865,3520
fall,11,0,1,1,light precip,13.032499999999999,13.374092000000001,91.0,9.249618,2765
fall,11,0,2,1,light precip,11.583349000000002,11.831936000000002,96.25,7.959064,1607
fall,11,0,3,1,mist,12.719151,12.415441999999999,75.79169999999999,22.500275,2566
fall,11,1,4,0,clear,9.546651,8.583086000000002,54.9167,11.209368000000001,1495
fall,11,0,5,1,clear,9.625,9.124285999999998,64.375,6.6260186,2792
fall,11,0,6,0,clear,9.664151,9.415742000000002,68.1667,4.5841936,3068
fall,11,0,0,0,clear,13.580849,14.082799999999999,69.8333,13.999918,3071
fall,11,0,1,1,clear,15.663466,16.348052000000003,74.3043,9.522174,3867
fall,11,0,2,1,mist,13.541650999999998,13.790750000000003,83.08330000000001,17.292164,2914
